,restaurant_link,restaurant_name,original_location,country,region,province,city,address,latitude,longitude,claimed,awards,popularity_detailed,popularity_generic,top_tags,price_level,price_range,meals,cuisines,special_diets,features,vegetarian_friendly,vegan_options,gluten_free,original_open_hours,open_days_per_week,open_hours_per_week,working_shifts_per_week,avg_rating,total_reviews_count,default_language,reviews_count_in_default_language,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords
642255,g6571941-d1881458,The Ship,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""North Yorkshire"", ""York"", ""Strensall""]",England,Yorkshire,North Yorkshire,Strensall,"23 The Village, Strensall, York YO32 5XS England",54.04007,-1.035305,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2016, Certificate of Excellence 2015",#1 of 3 Restaurants in Strensall,#1 of 3 places to eat in Strensall,"Mid-range, Bar, British, Pub",€€-€€€,€8-€24,"Lunch, Dinner","Bar, British, Pub, Gastropub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Seating, Parking Available, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Outdoor Seating, Buffet, Wine and Beer, Accepts Credit Cards, Table Service, Digital Payments",Y,Y,Y,"{""Mon"": [""12:00-14:00"", ""17:00-21:00""], ""Tue"": [""12:00-14:00"", ""17:00-21:00""], ""Wed"": [""12:00-14:00"", ""17:00-21:00""], ""Thu"": [""12:00-14:00"", ""17:00-21:00""], ""Fri"": [""12:00-21:00""], ""Sat"": [""12:00-21:00""], ""Sun"": [""12:00-19:00""]}",7.0,49.0,11.0,4.5,236.0,English,235.0,139.0,56.0,16.0,9.0,15.0,4.5,4.5,4.0,4.0,"burger, fish and chips, lamb, the pub, sunday lunch"
642417,g658247-d2192654,The Bay Horse Inn,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""North Yorkshire"", ""Selby District"", ""Selby""]",England,Yorkshire,North Yorkshire,Selby,"Main Street Great Heck, Selby DN14 0BQ England",53.683704,-1.114756,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2016, Certificate of Excellence 2015",#15 of 63 Restaurants in Selby,#16 of 84 places to eat in Selby,"Mid-range, Bar, British, Grill",€€-€€€,€7-€21,"Dinner, Lunch, Drinks","Bar, British, Pub, Grill","Vegetarian Friendly, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Free off-street parking, Wine and Beer",Y,N,Y,"{""Mon"": [], ""Tue"": [""15:00-19:00""], ""Wed"": [""15:00-19:00""], ""Thu"": [""15:00-19:00""], ""Fri"": [""15:00-19:00""], ""Sat"": [""15:00-19:00""], ""Sun"": [""12:00-17:00""]}",6.0,25.0,6.0,4.5,140.0,English,140.0,114.0,9.0,2.0,11.0,4.0,4.5,4.5,4.5,4.5,"beef, ribs, pie, sea bass, mash"
642421,g658247-d2508832,Jinnah,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""North Yorkshire"", ""Selby District"", ""Selby""]",England,Yorkshire,North Yorkshire,Selby,"12A Park Street, Selby YO8 4PW England",53.78278,-1.06715,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013",#10 of 63 Restaurants in Selby,#11 of 84 places to eat in Selby,"Mid-range, Indian, Asian, Balti",€€-€€€,€18-€45,"Lunch, Dinner, After-hours","Indian, Asian, Balti","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options","Delivery, Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Buffet",Y,Y,Y,"{""Mon"": [""17:30-23:00""], ""Tue"": [""17:30-23:00""], ""Wed"": [""17:30-23:00""], ""Thu"": [""17:30-23:00""], ""Fri"": [""17:30-00:00""], ""Sat"": [""17:30-00:00""], ""Sun"": [""17:30-23:00""]}",7.0,40.5,7.0,4.5,524.0,English,524.0,346.0,91.0,35.0,21.0,31.0,4.5,4.5,4.5,4.5,"poppadoms, pickle tray, curry, mixed starter, rice"
642705,g658258-d2527777,The New Inn Pub & Food,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""East Sussex"", ""Rye"", ""Winchelsea""]",England,East Sussex,Rye,Winchelsea,"German Street, Winchelsea, Rye TN36 4EN England",50.924717,0.708172,Claimed,"Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2013, Certificate of Excellence 2012",#1 of 4 Restaurants in Winchelsea,#2 of 5 places to eat in Winchelsea,"Mid-range, Bar, British, Pub",€€-€€€,€12-€20,"Lunch, Dinner","Bar, British, Pub","Vegetarian Friendly, Gluten Free Options","Outdoor Seating, Seating, Parking Available, Free off-street parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Accepts Credit Cards, Table Service, Dog Friendly",Y,N,Y,"{""Mon"": [""12:00-22:00""], ""Tue"": [""12:00-22:00""], ""Wed"": [""12:00-22:00""], ""Thu"": [""12:00-22:00""], ""Fri"": [""12:00-23:00""], ""Sat"": [""12:00-23:00""], ""Sun"": [""12:00-22:00""]}",7.0,72.0,7.0,4.0,382.0,English,372.0,158.0,120.0,43.0,27.0,24.0,4.0,4.0,4.0,4.0,"burger, pudding, sandwiches, chicken, sunday roast"
642727,g658262-d2315432,The White Hart,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""East Anglia"", ""Suffolk"", ""Halesworth""]",England,East Anglia,Suffolk,Halesworth,"10 Thoroughfare, Halesworth IP19 8AH England",52.34393,1.502072,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013",#6 of 17 Restaurants in Halesworth,#11 of 25 places to eat in Halesworth,"Mid-range, Bar, British, Pub",€€-€€€,€6-€17,"Lunch, Dinner, Drinks","Bar, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Seating, Parking Available, Highchairs Available, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Reservations, Outdoor Seating, Wheelchair Accessible, Accepts Credit Cards, Table Service, Wine and Beer, Free Wifi",Y,Y,Y,"{""Mon"": [""11:00-23:00""], ""Tue"": [""11:00-23:00""], ""Wed"": [""11:00-23:00""], ""Thu"": [""11:00-23:00""], ""Fri"": [""11:00-00:00""], ""Sat"": [""10:00-00:00""], ""Sun"": [""12:00-23:00""]}",7.0,86.0,7.0,4.5,193.0,English,193.0,109.0,55.0,13.0,11.0,5.0,4.5,4.5,4.5,4.5,"steak, pie, sunday roast, cod, fish cakes"
642764,g6589956-d1762683,The Sparrowhawk,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Lancashire"", ""Burnley"", ""Fence""]",England,Lancashire,Burnley,Fence,"152 Wheatley Lane Road, Fence, Burnley BB12 9QG England",53.84309,-2.244509,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2013, Certificate of Excellence 2012",#2 of 4 Restaurants in Fence,#2 of 4 places to eat in Fence,"Mid-range, Bar, British, Pub",€€-€€€,€9-€23,"Lunch, Dinner, Brunch, After-hours","Bar, British, Pub, Gastropub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Wine and Beer",Y,Y,Y,"{""Mon"": [""12:00-22:00""], ""Tue"": [""12:00-22:00""], ""Wed"": [""12:00-22:00""], ""Thu"": [""12:00-22:00""], ""Fri"": [""12:00-22:00""], ""Sat"": [""12:00-22:00""], ""Sun"": [""12:00-22:00""]}",7.0,70.0,7.0,4.5,709.0,English,708.0,429.0,155.0,61.0,43.0,20.0,4.5,4.5,4.0,4.0,"steak and ale pie, fish and chips, salmon, pudding, the pub"
642819,g6602103-d1772230,The Blue Vinny,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Dorset"", ""Dorchester"", ""Puddletown""]",England,Dorset,Dorchester,Puddletown,"12 The Moor, Puddletown, Dorchester DT2 8TE England",50.751335,-2.346244,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012",#1 of 1 Restaurant in Puddletown,#1 of 1 places to eat in Puddletown,"Mid-range, Bar, British, Pub",€€-€€€,€19-€27,"Lunch, Dinner, Brunch, After-hours","Bar, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Dog Friendly",Y,Y,Y,"{""Mon"": [], ""Tue"": [], ""Wed"": [""11:00-15:00"", ""17:00-22:00""], ""Thu"": [""11:00-15:00"", ""17:00-22:00""], ""Fri"": [""12:00-23:00""], ""Sat"": [""12:00-23:00""], ""Sun"": [""12:00-21:00""]}",5.0,49.0,7.0,4.5,585.0,English,584.0,326.0,167.0,51.0,25.0,15.0,4.5,4.5,4.0,4.0,"pudding, ice cream, potatoes, burger, bread"
642824,g660720-d4497223,The Red Lion,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Devon"", ""Dartmoor National Park"", ""Tedburn St. Mary""]",England,Devon,Dartmoor National Park,Tedburn St. Mary,"Tedburn St Mary, Tedburn St. Mary, Dartmoor National Park EX6 6EQ England",50.73464,-3.67955,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#1 of 3 Restaurants in Tedburn St. Mary,#1 of 3 places to eat in Tedburn St. Mary,"Mid-range, Bar, British, Grill",€€-€€€,€5-€23,"Lunch, Dinner, Drinks","Bar, British, Pub, Grill","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Table Service, Full Bar",Y,Y,Y,"{""Mon"": [""12:00-00:00""], ""Tue"": [""12:00-00:00""], ""Wed"": [""12:00-00:00""], ""Thu"": [""12:00-00:00""], ""Fri"": [""12:00-00:00""], ""Sat"": [""12:00-00:00""], ""Sun"": [""12:00-23:00""]}",7.0,83.0,7.0,4.5,160.0,English,158.0,123.0,24.0,5.0,4.0,2.0,4.5,4.5,4.5,4.5,"fish pie, sandwich, crisps, ham, prawns"
642858,g660735-d3316039,The Roebuck,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""West Yorkshire"", ""Leeds"", ""Otley""]",England,Yorkshire,West Yorkshire,Otley,"Roebuck Terrace, Otley, Leeds LS21 2EY England",53.923992,-1.696857,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#7 of 56 Restaurants in Otley,#7 of 72 places to eat in Otley,"Mid-range, Bar, British, Pub",€€-€€€,€6-€25,"Lunch, Dinner, Brunch","Bar, British, Pub","Vegetarian Friendly, Gluten Free Options","Outdoor Seating, Seating, Parking Available, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Accepts Credit Cards, Table Service",Y,N,Y,"{""Mon"": [], ""Tue"": [], ""Wed"": [""11:30-22:00""], ""Thu"": [""11:30-22:00""], ""Fri"": [""11:30-22:00""], ""Sat"": [""11:30-22:00""], ""Sun"": [""11:00-22:00""]}",5.0,53.0,5.0,4.5,488.0,English,488.0,272.0,131.0,47.0,26.0,12.0,4.5,4.5,4.0,4.0,"pies, mash, pudding, venison, chicken"
642886,g660735-d718478,The Cheerful Chilli,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""West Yorkshire"", ""Leeds"", ""Otley""]",England,Yorkshire,West Yorkshire,Otley,"East Chevin Road, Otley, Leeds LS21 3DD England",53.89362,-1.671553,Claimed,"Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012",#21 of 56 Restaurants in Otley,#24 of 72 places to eat in Otley,"Mid-range, Cafe, British, Vegetarian Friendly",€€-€€€,€12-€38,"Lunch, Dinner, Brunch, After-hours","Cafe, British","Vegetarian Friendly, Vegan Options, Gluten Free Options","Outdoor Seating, Seating, Parking Available, Highchairs Available, Serves Alcohol, Table Service, BYOB",Y,Y,Y,"{""Mon"": [], ""Tue"": [""18:30-23:00""], ""Wed"": [""18:30-23:00""], ""Thu"": [""18:30-23:00""], ""Fri"": [""18:30-23:00""], ""Sat"": [""11:00-16:00"", ""19:00-23:00""], ""Sun"": [""11:00-17:00""]}",6.0,33.0,7.0,4.0,387.0,English,387.0,187.0,93.0,47.0,35.0,25.0,4.5,4.0,4.5,4.0,"chilli, enchiladas, cake, salad, scones"
642891,g660735-d785579,Jewel of India,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""West Yorkshire"", ""Leeds"", ""Otley""]",England,Yorkshire,West Yorkshire,Otley,"Bridge Street, Otley, Leeds LS21 1BQ England",53.90693,-1.69381,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2013",#30 of 56 Restaurants in Otley,#34 of 72 places to eat in Otley,"Mid-range, Indian, Asian, Balti",€€-€€€,€8-€17,"Dinner, After-hours","Indian, Asian, Balti",Vegetarian Friendly,"Delivery, Takeout, Reservations, Seating, Serves Alcohol, Full Bar, Table Service",Y,N,N,"{""Mon"": [""16:30-22:00""], ""Tue"": [""16:30-22:00""], ""Wed"": [""16:30-22:00""], ""Thu"": [""16:30-22:00""], ""Fri"": [""16:30-22:00""], ""Sat"": [""16:30-22:00""], ""Sun"": [""16:30-22:00""]}",7.0,38.5,7.0,4.0,142.0,English,142.0,67.0,36.0,13.0,15.0,11.0,4.0,4.0,4.0,4.0,"curry, peshwari naan, chicken, vegetarian starter, place to eat"
643057,g662327-d2453994,Manvers Arms,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""South Yorkshire"", ""Mexborough""]",England,Yorkshire,South Yorkshire,Mexborough,"Manvers Arms Harlington Rd, Mexborough S64 0NL England",53.510914,-1.293467,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013",#1 of 30 Restaurants in Mexborough,#1 of 38 places to eat in Mexborough,"Mid-range, Bar, British, Pub",€€-€€€,€10-€22,"Lunch, Dinner, Brunch, Drinks, After-hours","Bar, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [""12:00-23:00""], ""Tue"": [""12:00-23:00""], ""Wed"": [""12:00-23:00""], ""Thu"": [""12:00-23:00""], ""Fri"": [""12:00-23:00""], ""Sat"": [""12:00-23:00""], ""Sun"": [""12:00-23:00""]}",7.0,77.0,7.0,4.5,532.0,English,532.0,367.0,103.0,34.0,13.0,15.0,4.5,4.5,4.5,4.5,"steak pie, yorkshire pudding, specials board, the pub, amazing food"
643070,g662327-d7020844,Reeds Restaurant,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""South Yorkshire"", ""Mexborough""]",England,Yorkshire,South Yorkshire,Mexborough,"Pasture Road Pastures Hotel, Mexborough S64 0JJ England",53.49698,-1.254067,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#2 of 30 Restaurants in Mexborough,#2 of 38 places to eat in Mexborough,"Mid-range, British, Vegetarian Friendly, Vegan Options",€€-€€€,€6-€29,Dinner,British,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Television, Wheelchair Accessible, Serves Alcohol, Reservations, Buffet, Seating, Parking Available, Validated Parking, Free off-street parking, Highchairs Available, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [""12:00-14:00"", ""18:00-21:00""], ""Tue"": [""12:00-14:00"", ""18:00-21:00""], ""Wed"": [""12:00-14:00"", ""18:00-21:00""], ""Thu"": [""12:00-14:00"", ""18:00-21:00""], ""Fri"": [""12:00-14:00"", ""18:00-21:00""], ""Sat"": [""12:00-14:00"", ""18:00-21:00""], ""Sun"": []}",6.0,30.0,12.0,4.0,329.0,English,328.0,181.0,62.0,43.0,15.0,27.0,4.0,4.0,4.0,3.5,"scones, mixed grill, salmon, cake, afternoon tea"
643141,g663600-d1896908,The Bridge Bar and Restaurant,"[""Europe"", ""United Kingdom (UK)"", ""Wales"", ""North Wales"", ""Denbighshire"", ""St. Asaph""]",Wales,North Wales,Denbighshire,St. Asaph,"Lower Street, St. Asaph LL17 0SG Wales",53.25718,-3.446008,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2013, Certificate of Excellence 2012",#4 of 20 Restaurants in St. Asaph,#4 of 26 places to eat in St. Asaph,"Mid-range, Bar, British, Pub",€€-€€€,€6-€28,"Drinks, Dinner","Bar, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [""17:30-23:00""], ""Fri"": [""17:30-23:00""], ""Sat"": [""17:30-23:00""], ""Sun"": []}",3.0,16.5,3.0,4.5,329.0,English,328.0,240.0,47.0,18.0,9.0,14.0,4.5,4.5,4.5,4.0,"potatoes, cheesecake, salmon, warm welcome, cooked to perfection"
643151,g663600-d4701116,White House Restaurant,"[""Europe"", ""United Kingdom (UK)"", ""Wales"", ""North Wales"", ""Denbighshire"", ""St. Asaph""]",Wales,North Wales,Denbighshire,St. Asaph,"Holywell Road, St. Asaph LL17 0AW Wales",53.263577,-3.396662,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#1 of 20 Restaurants in St. Asaph,#1 of 26 places to eat in St. Asaph,"Mid-range, British, Contemporary, Fusion",€€-€€€,€14-€25,"Breakfast, Lunch, Dinner, Brunch, Drinks, After-hours","Contemporary, Fusion, British","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Validated Parking, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [""17:00-20:30""], ""Tue"": [""17:00-20:30""], ""Wed"": [""17:00-20:30""], ""Thu"": [""17:00-20:30""], ""Fri"": [""17:00-20:30""], ""Sat"": [""12:00-20:30""], ""Sun"": [""12:00-20:00""]}",7.0,34.0,7.0,4.5,650.0,English,648.0,440.0,127.0,45.0,20.0,16.0,4.5,4.5,4.5,4.5,"duck, black pudding, burger, bread, pasta"
643283,g665888-d2196966,La Bella Vita,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""West Yorkshire"", ""Leeds"", ""Garforth""]",England,Yorkshire,West Yorkshire,Garforth,"17 Main Street, Garforth, Leeds LS25 1DS England",53.7926,-1.388398,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2013, Certificate of Excellence 2012",#2 of 14 Restaurants in Garforth,#2 of 22 places to eat in Garforth,"Mid-range, Italian, Pizza, Vegetarian Friendly",€€-€€€,€2-€22,"Lunch, Dinner, After-hours","Italian, Pizza","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [""17:00-22:00""], ""Tue"": [""17:00-22:00""], ""Wed"": [""17:00-22:00""], ""Thu"": [""17:00-22:00""], ""Fri"": [""17:00-22:00""], ""Sat"": [""17:00-22:00""], ""Sun"": [""13:00-15:30"", ""17:00-22:00""]}",7.0,37.5,8.0,4.0,648.0,English,644.0,336.0,154.0,74.0,42.0,38.0,4.5,4.0,4.0,4.0,"calzone, pate, profiteroles, steak, potatoes"
643831,g668054-d2632456,The Brown Cow,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""West Yorkshire"", ""Bradford"", ""Bingley""]",England,Yorkshire,West Yorkshire,Bingley,"Ireland Bridge, Bingley, Bradford BD16 2QX England",53.84998,-1.841938,Claimed,"Travellers' Choice, Certificate of Excellence 2020",#3 of 39 Restaurants in Bingley,#3 of 53 places to eat in Bingley,"Mid-range, Bar, British, Pub",€€-€€€,€9-€17,"Lunch, Dinner, Brunch, After-hours, Drinks","Bar, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Buffet, Seating, Parking Available, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Free Wifi, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [""11:30-23:00""], ""Tue"": [""11:30-23:00""], ""Wed"": [""11:30-23:00""], ""Thu"": [""11:30-23:00""], ""Fri"": [""11:30-00:00""], ""Sat"": [""11:30-00:00""], ""Sun"": [""11:30-23:00""]}",7.0,82.5,7.0,4.0,551.0,English,550.0,272.0,154.0,50.0,40.0,34.0,4.0,4.0,4.0,4.0,"burger, risotto, mash, chicken, pudding"
643885,g668290-d1778157,The Staff of Life Inn,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""West Yorkshire"", ""Todmorden""]",England,Yorkshire,West Yorkshire,Todmorden,"550 Burnley Road, Todmorden OL14 8JF England",53.728043,-2.129291,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012",#2 of 32 Restaurants in Todmorden,#2 of 42 places to eat in Todmorden,"Mid-range, Bar, British, Contemporary",€€-€€€,€6-€21,"Lunch, Dinner, Brunch, After-hours, Drinks","Bar, British, Pub, Contemporary","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Seating, Parking Available, Validated Parking, Highchairs Available, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",Y,Y,Y,"{""Mon"": [], ""Tue"": [], ""Wed"": [""17:30-20:30""], ""Thu"": [""17:30-20:30""], ""Fri"": [""17:30-21:00""], ""Sat"": [""12:00-21:00""], ""Sun"": [""12:00-20:00""]}",5.0,26.5,5.0,4.5,471.0,English,470.0,339.0,90.0,25.0,10.0,6.0,4.5,4.5,4.5,4.5,"haddock, burger, pudding, pate, roast beef"
644130,g6706683-d6427863,The Grapes Inn,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""North Yorkshire"", ""Malton"", ""Great Habton""]",England,Yorkshire,North Yorkshire,Great Habton,"Kirby Misperton Ln, Great Habton, Malton YO17 6TU England",54.17768,-0.838845,Claimed,"Certificate of Excellence 2017, Certificate of Excellence 2016",#1 of 1 Restaurant in Great Habton,#1 of 1 places to eat in Great Habton,"Mid-range, Bar, British, Pub",€€-€€€,€12-€24,"Lunch, Dinner","British, Pub, Bar","Vegetarian Friendly, Gluten Free Options","Reservations, Seating, Parking Available, Highchairs Available, Serves Alcohol, Full Bar, Table Service, Outdoor Seating",Y,N,Y,"{""Mon"": [], ""Tue"": [""18:00-23:00""], ""Wed"": [""18:00-23:00""], ""Thu"": [""18:00-23:00""], ""Fri"": [""18:00-23:00""], ""Sat"": [""12:00-14:00"", ""18:00-23:00""], ""Sun"": [""12:00-23:00""]}",6.0,38.0,7.0,4.5,94.0,English,94.0,74.0,14.0,4.0,0.0,2.0,5.0,5.0,5.0,4.5,"steak, malteser cheesecake, peas, pie, pork"
644137,g670679-d1571940,The Three Salmons,"[""Europe"", ""United Kingdom (UK)"", ""Wales"", ""Southern Wales"", ""Monmouthshire"", ""Usk""]",Wales,Southern Wales,Monmouthshire,Usk,"Bridge Street, Usk NP15 1RY Wales",51.703556,-2.90351,Claimed,"Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2015, Certificate of Excellence 2013",#8 of 17 Restaurants in Usk,#11 of 25 places to eat in Usk,"Mid-range, Bar, European, British",€€-€€€,€6-€35,"Dinner, Lunch, After-hours","Bar, European, British, Gastropub, Welsh","Vegetarian Friendly, Gluten Free Options","Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Validated Parking, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service",Y,N,Y,"{""Mon"": [""12:00-15:00"", ""18:00-21:00""], ""Tue"": [""12:00-15:00"", ""18:00-21:00""], ""Wed"": [""12:00-15:00"", ""18:00-21:00""], ""Thu"": [""12:00-15:00"", ""18:00-21:00""], ""Fri"": [""12:00-15:00"", ""18:00-21:00""], ""Sat"": [""12:00-15:00"", ""18:00-21:00""], ""Sun"": [""12:00-15:00"", ""18:00-21:00""]}",7.0,42.0,14.0,4.0,296.0,English,293.0,138.0,75.0,46.0,16.0,18.0,4.0,4.0,3.5,3.5,"steak, sea bass, sandwich, potatoes, afternoon tea"
