,restaurant_link,restaurant_name,original_location,country,region,province,city,address,latitude,longitude,claimed,awards,popularity_detailed,popularity_generic,top_tags,price_level,price_range,meals,cuisines,special_diets,features,vegetarian_friendly,vegan_options,gluten_free,original_open_hours,open_days_per_week,open_hours_per_week,working_shifts_per_week,avg_rating,total_reviews_count,default_language,reviews_count_in_default_language,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords
509213,g186328-d3256428,"Grants of CastleGate, Bistro and Bar","[""Europe"", ""United Kingdom (UK)"", ""England"", ""Cumbria"", ""Lake District"", ""Eden District"", ""Penrith""]",England,Cumbria,Lake District,Penrith,"54 Castlegate, Penrith CA11 7HY England",54.66369,-2.754492,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",#5 of 102 Restaurants in Penrith,#9 of 164 places to eat in Penrith,"Mid-range, British, Vegetarian Friendly, Vegan Options",€€-€€€,€20-€32,"Dinner, After-hours",British,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Wheelchair Accessible, Serves Alcohol, Reservations, Seating, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service, Outdoor Seating, Highchairs Available, Free Wifi",Y,Y,Y,"{""Mon"": [], ""Tue"": [], ""Wed"": [""19:00-23:30""], ""Thu"": [""19:00-23:30""], ""Fri"": [""19:00-23:30""], ""Sat"": [""19:00-23:30""], ""Sun"": [""19:00-23:30""]}",5.0,22.5,5.0,5.0,185.0,English,185.0,157.0,21.0,4.0,1.0,2.0,5.0,5.0,4.5,4.5,"scallops, meringue, sliced pork, sea bass, sticky toffee pudding"
509306,g186330-d1450680,Francine's,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Cumbria"", ""Lake District"", ""Windermere""]",England,Cumbria,Lake District,Windermere,"27 Main Road, Windermere LA23 1DX England",54.377808,-2.906043,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012, Certificate of Excellence 2011",#4 of 58 Restaurants in Windermere,#5 of 72 places to eat in Windermere,"Mid-range, French, European, British",€€-€€€,€11-€21,"Dinner, After-hours","French, European, British","Vegetarian Friendly, Vegan Options, Gluten Free Options","Serves Alcohol, Reservations, Seating, Highchairs Available, Full Bar, Accepts Mastercard, Accepts Visa, Cash Only, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [], ""Tue"": [""18:00-22:30""], ""Wed"": [""18:00-22:30""], ""Thu"": [""18:00-22:30""], ""Fri"": [""18:00-22:30""], ""Sat"": [""18:00-22:30""], ""Sun"": [""18:00-22:30""]}",6.0,27.0,6.0,4.5,1559.0,English,1529.0,1109.0,305.0,76.0,20.0,19.0,4.5,4.5,4.5,4.5,"seafood casserole, snails, poached pear, ox cheek, creme brûlée"
509336,g186330-d2650482,Cafe Italia,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Cumbria"", ""Lake District"", ""Windermere""]",England,Cumbria,Lake District,Windermere,"37 Main Road, Windermere LA23 1DX England",54.37774,-2.905759,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",#15 of 58 Restaurants in Windermere,#16 of 72 places to eat in Windermere,"Mid-range, Italian, Pizza, Cafe",€€-€€€,€5-€18,"Breakfast, Lunch, Dinner, Brunch, After-hours, Drinks","Italian, Pizza, Cafe, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Cash Only, Table Service",Y,Y,Y,"{""Mon"": [""15:00-22:00""], ""Tue"": [""15:00-22:00""], ""Wed"": [""15:00-22:00""], ""Thu"": [""15:00-22:00""], ""Fri"": [""15:00-22:00""], ""Sat"": [""15:00-22:00""], ""Sun"": [""15:00-22:00""]}",7.0,49.0,7.0,4.5,2215.0,English,2168.0,1426.0,528.0,126.0,34.0,54.0,4.5,4.5,4.5,4.5,"pizza, minestrone soup, tiramisu, nachos, ice cream"
536626,g186340-d1396147,The Massala,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""North Yorkshire"", ""Middlesbrough""]",England,Yorkshire,North Yorkshire,Middlesbrough,"118 Borough Road, Middlesbrough TS1 2ES England",54.572758,-1.233236,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#12 of 208 Restaurants in Middlesbrough,#14 of 342 places to eat in Middlesbrough,"Mid-range, Indian, Vegetarian Friendly, Vegan Options",€€-€€€,€6-€12,"Dinner, After-hours, Drinks",Indian,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Delivery, Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service",Y,Y,Y,"{""Mon"": [""18:00-23:30""], ""Tue"": [""18:00-23:30""], ""Wed"": [""18:00-23:30""], ""Thu"": [""18:00-23:30""], ""Fri"": [""18:00-23:30""], ""Sat"": [""18:00-23:30""], ""Sun"": [""18:00-23:30""]}",7.0,38.5,7.0,4.5,281.0,English,281.0,203.0,46.0,17.0,7.0,8.0,4.5,4.5,4.5,4.0,"masala, popadums, rice, onion pie, curries"
536842,g186340-d6563422,Meze Lounge,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Yorkshire"", ""North Yorkshire"", ""Middlesbrough""]",England,Yorkshire,North Yorkshire,Middlesbrough,"240 Linthorpe Road, Middlesbrough TS1 3QP England",54.569542,-1.239081,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#5 of 208 Restaurants in Middlesbrough,#5 of 342 places to eat in Middlesbrough,"Mid-range, Mediterranean, European, Turkish",€€-€€€,€6-€18,"Lunch, Dinner, Brunch, Drinks","Mediterranean, European, Turkish, Middle Eastern","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options","Takeout, Seating, Street Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Outdoor Seating, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [], ""Tue"": [""12:00-22:00""], ""Wed"": [""12:00-22:00""], ""Thu"": [""12:00-22:00""], ""Fri"": [""12:00-22:00""], ""Sat"": [""12:00-22:00""], ""Sun"": [""12:00-21:00""]}",6.0,59.0,6.0,4.5,738.0,English,737.0,583.0,112.0,27.0,7.0,8.0,4.5,5.0,4.5,4.5,"mixed kebab, lahmacun, rice, bread, falafel"
536881,g186342-d1011974,Unthank Arms Bar & Restaurant,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""East Anglia"", ""Norfolk"", ""Norwich""]",England,East Anglia,Norfolk,Norwich,"149 Newmarket Street, Norwich NR2 2DR England",52.620964,1.279193,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2014",#112 of 502 Restaurants in Norwich,#142 of 780 places to eat in Norwich,"Mid-range, Bar, British, Pub",€€-€€€,€8-€23,"Lunch, Dinner, Brunch, Breakfast","British, Gastropub, Bar, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Outdoor Seating, Buffet, Seating, Parking Available, Street Parking, Free off-street parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [""12:00-20:00""], ""Tue"": [""12:00-20:00""], ""Wed"": [""12:00-20:00""], ""Thu"": [""12:00-20:00""], ""Fri"": [""12:00-20:00""], ""Sat"": [""12:00-20:00""], ""Sun"": [""12:00-19:00""]}",7.0,55.0,7.0,4.0,342.0,English,340.0,163.0,94.0,33.0,26.0,24.0,4.0,4.0,4.0,4.0,"duck, mash, roast dinner, mussels, traditional pub"
537082,g186342-d1640356,Paolo's Restaurant,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""East Anglia"", ""Norfolk"", ""Norwich""]",England,East Anglia,Norfolk,Norwich,"1 St. Giles Street, Norwich NR2 1JJ England",52.62917,1.291793,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2016",#76 of 502 Restaurants in Norwich,#96 of 780 places to eat in Norwich,"Mid-range, Italian, Pizza, European",€€-€€€,€7-€34,"Lunch, Dinner, After-hours","Italian, Pizza, European","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [""12:00-15:00"", ""17:00-22:00""], ""Tue"": [""12:00-15:00"", ""17:00-22:00""], ""Wed"": [""12:00-15:00"", ""17:00-22:00""], ""Thu"": [""12:00-15:00"", ""17:00-22:00""], ""Fri"": [""12:00-15:00"", ""17:00-22:00""], ""Sat"": [""12:00-16:00"", ""17:00-22:00""], ""Sun"": []}",6.0,49.0,12.0,4.0,507.0,English,496.0,222.0,162.0,51.0,33.0,28.0,4.0,4.0,4.0,3.5,"pizza, garlic bread, risotto, tiramisu, italian food"
537124,g186342-d1894705,The Eagle,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""East Anglia"", ""Norfolk"", ""Norwich""]",England,East Anglia,Norfolk,Norwich,"33 Newmarket Road, Norwich NR2 2HN England",52.620384,1.283688,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",#56 of 502 Restaurants in Norwich,#72 of 780 places to eat in Norwich,"Mid-range, Pub, Vegetarian Friendly, Vegan Options",€€-€€€,€6-€23,"Brunch, Lunch, Dinner, After-hours",Pub,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Outdoor Seating, Seating, Parking Available, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Private Dining, Accepts Credit Cards, Table Service, Dog Friendly",Y,Y,Y,"{""Mon"": [""12:00-21:00""], ""Tue"": [""12:00-21:00""], ""Wed"": [""12:00-21:00""], ""Thu"": [""12:00-21:00""], ""Fri"": [""12:00-22:00""], ""Sat"": [""12:00-22:00""], ""Sun"": [""12:00-19:00""]}",7.0,63.0,7.0,4.0,394.0,English,390.0,224.0,89.0,31.0,25.0,21.0,4.0,4.0,4.0,4.0,"sunday roast, pork belly, yorkshire pud, burger, ham"
537184,g186342-d2101944,The Honingham Buck,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""East Anglia"", ""Norfolk"", ""Norwich""]",England,East Anglia,Norfolk,Norwich,"29 The Street, Norwich NR9 5BL England",52.663292,1.107916,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2014",#32 of 502 Restaurants in Norwich,#47 of 780 places to eat in Norwich,"Mid-range, Bar, British, Pub",€€-€€€,€6-€29,"Breakfast, Drinks","British, Gastropub, Bar, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Outdoor Seating, Seating, Parking Available, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Wine and Beer, Digital Payments, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [""11:30-23:00""], ""Tue"": [""11:30-23:00""], ""Wed"": [""11:30-23:00""], ""Thu"": [""11:30-23:00""], ""Fri"": [""11:30-23:00""], ""Sat"": [""11:30-23:00""], ""Sun"": [""11:30-22:00""]}",7.0,79.5,7.0,4.5,510.0,English,508.0,340.0,84.0,39.0,28.0,17.0,4.5,4.5,4.0,4.0,"scotch egg, belly pork, cheesecake, burger, sunday roast"
537249,g186342-d2571822,The Merchants of Spice,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""East Anglia"", ""Norfolk"", ""Norwich""]",England,East Anglia,Norfolk,Norwich,"32 Colegate, Norwich NR3 1BG England",52.63313,1.294665,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",#41 of 502 Restaurants in Norwich,#57 of 780 places to eat in Norwich,"Mid-range, Indian, Asian, Balti",€€-€€€,€23-€57,"Lunch, Dinner, After-hours","Indian, Asian, Bangladeshi, Balti","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Seating, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [""17:00-22:00""], ""Tue"": [""17:00-22:00""], ""Wed"": [""17:00-22:00""], ""Thu"": [""17:00-22:00""], ""Fri"": [""17:00-22:00""], ""Sat"": [""17:00-22:00""], ""Sun"": []}",6.0,30.0,6.0,4.5,836.0,English,829.0,519.0,187.0,56.0,38.0,29.0,4.5,4.5,4.0,4.5,"curry, rabbit, poppadoms, rice, prawns"
537251,g186342-d2618075,The Reindeer Pub & Kitchen,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""East Anglia"", ""Norfolk"", ""Norwich""]",England,East Anglia,Norfolk,Norwich,"10 Dereham Road, Norwich NR2 4AY England",52.632298,1.284113,Claimed,"Certificate of Excellence 2017, Certificate of Excellence 2014",#179 of 502 Restaurants in Norwich,#233 of 780 places to eat in Norwich,"Mid-range, Bar, British, Pub",€€-€€€,€11-€34,"Lunch, Dinner, After-hours, Drinks","Bar, British, Pub","Vegetarian Friendly, Gluten Free Options","Full Bar, Free Wifi, Outdoor Seating, Seating, Parking Available, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Reservations, Highchairs Available, Accepts Credit Cards",Y,N,Y,"{""Mon"": [], ""Tue"": [""12:00-23:00""], ""Wed"": [""12:00-23:00""], ""Thu"": [""12:00-23:00""], ""Fri"": [""12:00-00:00""], ""Sat"": [""12:00-00:00""], ""Sun"": [""12:00-22:00""]}",6.0,67.0,6.0,4.0,273.0,English,270.0,127.0,75.0,26.0,15.0,27.0,4.5,4.0,4.0,4.0,"pork belly, pie, sunday lunch, cauliflower cheese, great roast"
537294,g186342-d3541095,The Green Eatery,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""East Anglia"", ""Norfolk"", ""Norwich""]",England,East Anglia,Norfolk,Norwich,"2A Opie Street Near London Street, Norwich NR1 3DN England",52.62954,1.296222,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",#12 of 502 Restaurants in Norwich,#19 of 780 places to eat in Norwich,"Mid-range, Chinese, Japanese, Indian",€€-€€€,€11-€23,"Lunch, Dinner","Indian, Chinese, Japanese, Thai","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Accepts Mastercard, Accepts Visa, Cash Only, Non-smoking restaurants",Y,Y,Y,"{""Mon"": [""12:00-14:30"", ""17:00-21:30""], ""Tue"": [""12:00-14:30"", ""17:00-21:30""], ""Wed"": [""12:00-14:30"", ""17:00-21:30""], ""Thu"": [""12:00-14:30"", ""17:00-21:30""], ""Fri"": [""12:00-14:30"", ""17:00-21:30""], ""Sat"": [""12:00-14:30"", ""17:00-21:30""], ""Sun"": [""12:00-14:30"", ""17:00-21:30""]}",7.0,49.0,14.0,4.5,1163.0,English,1149.0,876.0,190.0,40.0,26.0,17.0,4.5,4.5,4.5,4.0,"dosa, curry, poppadoms, rice, indian food"
537307,g186342-d3691800,Middletons Steakhouse & Grill Norwich,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""East Anglia"", ""Norfolk"", ""Norwich""]",England,East Anglia,Norfolk,Norwich,"11-15 Timberhill, Norwich NR1 3JZ England",52.626675,1.2952,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2015, Certificate of Excellence 2014",#80 of 502 Restaurants in Norwich,#100 of 780 places to eat in Norwich,"Mid-range, Steakhouse, Seafood, British",€€-€€€,€8-€56,"Lunch, Dinner","Seafood, Steakhouse, British, Grill","Vegetarian Friendly, Gluten Free Options","Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",Y,N,Y,"{""Mon"": [""12:00-23:00""], ""Tue"": [""12:00-23:00""], ""Wed"": [""12:00-23:00""], ""Thu"": [""12:00-23:00""], ""Fri"": [""12:00-23:00""], ""Sat"": [""12:00-23:00""], ""Sun"": [""12:00-22:00""]}",7.0,76.0,7.0,4.0,2498.0,English,2484.0,1222.0,657.0,347.0,164.0,94.0,4.0,4.0,4.0,4.0,"steak, sticky ribs, mixed grill, wedges, pate"
537400,g186342-d5243339,The Bell at Marlingford,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""East Anglia"", ""Norfolk"", ""Norwich""]",England,East Anglia,Norfolk,Norwich,"The Bell, Bawburgh Road, Marlingford On the crossroads of Bawburgh Road, Marlingford Road and Mill Road. In Marlingford Village., Norwich NR9 5HX England",52.6383,1.148854,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#53 of 502 Restaurants in Norwich,#69 of 780 places to eat in Norwich,"Mid-range, Bar, British, Pub",€€-€€€,€5-€21,"Lunch, Dinner, Brunch, Drinks","Bar, British, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service",Y,Y,Y,"{""Mon"": [], ""Tue"": [""12:00-22:00""], ""Wed"": [""12:00-22:00""], ""Thu"": [""12:00-22:00""], ""Fri"": [""12:00-23:00""], ""Sat"": [""12:00-23:00""], ""Sun"": [""12:00-21:00""]}",6.0,61.0,6.0,4.5,183.0,English,183.0,127.0,39.0,8.0,5.0,4.0,4.5,4.5,4.5,4.0,"sunday roast, roulade, christmas pudding, mushy peas, beef"
537487,g186342-d730352,Shiki Japanese Restaurant,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""East Anglia"", ""Norfolk"", ""Norwich""]",England,East Anglia,Norfolk,Norwich,"6 Tombland, Norwich NR3 1HE England",52.63103,1.298406,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012, Certificate of Excellence 2011",#48 of 502 Restaurants in Norwich,#64 of 780 places to eat in Norwich,"Mid-range, Japanese, Sushi, Asian",€€-€€€,€25-€32,"Lunch, Dinner, After-hours","Japanese, Sushi, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options","Outdoor Seating, Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service",Y,Y,Y,"{""Mon"": [], ""Tue"": [""12:00-14:30"", ""18:00-22:00""], ""Wed"": [""12:00-14:30"", ""18:00-22:00""], ""Thu"": [""12:00-14:30"", ""18:00-22:00""], ""Fri"": [""12:00-14:30"", ""18:00-22:00""], ""Sat"": [""12:00-14:30"", ""18:00-22:00""], ""Sun"": []}",5.0,32.5,10.0,4.5,466.0,English,449.0,250.0,122.0,39.0,21.0,17.0,4.5,4.0,4.0,4.0,"bento box, sushi, tempura, katsu curry, salmon"
537489,g186342-d731324,Wig & Pen,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""East Anglia"", ""Norfolk"", ""Norwich""]",England,East Anglia,Norfolk,Norwich,"6 St. Martin At Palace Plain Palace Plain, Norwich NR3 1RN England",52.633106,1.300319,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2013",#68 of 502 Restaurants in Norwich,#88 of 780 places to eat in Norwich,"Mid-range, Bar, British, Pub",€€-€€€,€6-€21,"Brunch, Lunch, Dinner","Bar, British, Pub","Vegetarian Friendly, Gluten Free Options","Reservations, Outdoor Seating, Buffet, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Table Service",Y,N,Y,"{""Mon"": [""11:30-21:30""], ""Tue"": [""11:30-22:30""], ""Wed"": [""11:30-22:30""], ""Thu"": [""11:30-22:30""], ""Fri"": [""11:30-23:30""], ""Sat"": [""11:00-23:30""], ""Sun"": [""11:30-18:00""]}",7.0,74.0,7.0,4.5,222.0,English,221.0,116.0,76.0,15.0,10.0,4.0,4.5,4.5,4.5,4.5,"steak and ale pie, sunday roast, prawns, chicken, the pub"
